student_id,nom_complet,age,sexe,serie,notes_detaillees,moyenne_generale,matieres_fortes,matieres_faibles,centres_interet,competences,preferences_env,objectif_professionnel,filieres_compatibles,filiere_recommandee,parcours_recommande,score_compatibilite,niveau_confiance,justification
STD_2026_0344,Toky Rajaonarivelo,19,F,A2,Philosophie:12.6; Français:7.68; Malagasy:12.14; Histoire-Géographie:9.65; Anglais:7.82; LV2:18.41; Mathématiques:11.03; SVT / Sciences humaines:8.65; EPS:7.58,10.88,LV2; Philosophie,Français; EPS,Dessin & Design; Économie & Bourse,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Entreprise industrielle,Designer UI/UX,IMTICIA; IAA; DTJA,IMTICIA,Informatique et Télécommunication,72.44,Moyen,"Excellente adéquation avec la série A2 et bonnes notes en LV2, Philosophie. Profil aligné avec l'objectif de Designer UI/UX."
STD_2026_0345,Sitraka Rabenjamina,20,F,L,Philosophie:13.7; Français et Littérature:14.19; Anglais:8.61; LV2:18.61; Malagasy:13.76; Histoire-Géographie:14.53; Éducation civique:15.15; Mathématiques:10.59; Arts / options culturelles:9.01; EPS:8.93,13.14,LV2; Éducation civique,EPS; Anglais,Musique; Jeux de Stratégie,Python / R Data; PowerBI & Analytics; Résolution de problèmes,Sur le terrain / Chantier,Data Scientist,ISAIA; TEH; IGGLIA,ISAIA,Informatique et Télécommunication,48.73,Faible,"Excellente adéquation avec la série L et bonnes notes en LV2, Éducation civique. Profil aligné avec l'objectif de Data Scientist."
STD_2026_0346,Nomena Rakotomalala,21,M,C,"Mathématiques:13.49; Sciences Physiques, Chimiques et Technologie (SPCT):14.79; Français:9.62; Philosophie:8.11; Malagasy:8.99; Histoire-Géographie:12.18; Anglais:12.93; SVT:13.27; EPS:9.14",12.23,"Sciences Physiques, Chimiques et Technologie (SPCT); Mathématiques",Malagasy; Philosophie,Jeux de Stratégie; Volontariat,Guide & Médiation; Écotourisme & Biodiversité; Résolution de problèmes,Bureau & Télétravail,Responsable Parc Naturel,TEE; PIP; EMP,TEE,Techniques du Tourisme,52.95,Faible,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Mathématiques. Profil aligné avec l'objectif de Responsable Parc Naturel."
STD_2026_0347,Faly Rakotondrabe,21,F,D,"SVT:16.19; Sciences Physiques, Chimiques et Technologie (SPCT):15.12; Mathématiques:13.58; Français:11.9; Philosophie:11.46; Malagasy:10.51; Histoire-Géographie:13.39; Anglais:12.5; EPS:8.42",13.41,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",Malagasy; EPS,Dessin & Design; Lecture & Écriture,Yield Management; Management hôtelier; Résolution de problèmes,Sur le terrain / Chantier,Chef de projet Événementiel,TEH; ICMP; IAA,TEH,Techniques du Tourisme,76.99,Élevé,"Excellente adéquation avec la série D et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Chef de projet Événementiel."
STD_2026_0348,Nary Rajaonarivelo,17,M,S,Mathématiques:17.74; Sciences Physiques et Chimiques:17.38; SVT / Biologie-Géologie:13.28; Français:4.65; Philosophie:6.29; Malagasy:16.66; Histoire-Géographie:8.66; Anglais:14.34; EPS:10.13,13.58,Mathématiques; Sciences Physiques et Chimiques,Philosophie; Français,Robotique; Sport d'équipe,Marketing Digital; Techniques de Vente; Résolution de problèmes,Laboratoire & R&D,Chef de Produit Marketing,CAA; ICMP; PIP,CAA,Techniques des Affaires,74.23,Moyen,"Excellente adéquation avec la série S et bonnes notes en Mathématiques, Sciences Physiques et Chimiques. Profil aligné avec l'objectif de Chef de Produit Marketing."
STD_2026_0349,Sitraka Rajaonarivelo,20,M,G,Mathématiques de gestion:10.6; Gestion / Comptabilité:15.23; Français:12.82; Anglais:11.68; Économie:13.43; Histoire-Géographie:9.72; Philosophie:9.69; EPS:9.42,12.2,Gestion / Comptabilité; Économie,Philosophie; EPS,Musique; Robotique,Analyse fiscale; Conseil d'entreprise; Résolution de problèmes,Sur le terrain / Chantier,Gestionnaire de Contrats,DTJA; ISAIA; ESIIA,DTJA,Techniques des Affaires,75.36,Élevé,"Excellente adéquation avec la série G et bonnes notes en Gestion / Comptabilité, Économie. Profil aligné avec l'objectif de Gestionnaire de Contrats."
STD_2026_0350,Henintsoa Rakotondrabe,16,F,Technique,Mathématiques appliquées:15.28; Physique appliquée / Technologie:11.96; Dessin technique:12.55; Français:13.67; Anglais:9.78; Philosophie:6.28; EPS:16.48,12.67,EPS; Mathématiques appliquées,Anglais; Philosophie,Lecture & Écriture; Économie & Bourse,Gestion de projet Agile/PMP; Étude d'impact économique; Résolution de problèmes,Bureau & Télétravail,Consultant en Organisation,EMP; IGGLIA; EMII,EMP,Techniques des Affaires,59.0,Moyen,"Excellente adéquation avec la série Technique et bonnes notes en EPS, Mathématiques appliquées. Profil aligné avec l'objectif de Consultant en Organisation."
STD_2026_0351,Vero Randriamampianina,20,F,A,Philosophie:16.43; Français:12.73; Malagasy:6.99; Histoire-Géographie:9.36; Anglais:10.31; LV2:13.29; Mathématiques:11.95; SVT / Sciences humaines:6.68; EPS:10.96,11.37,Philosophie; LV2,Malagasy; SVT / Sciences humaines,Jeux de Stratégie; Volontariat,Gestion de trésorerie; Audit financier; Résolution de problèmes,Entreprise industrielle,Auditeur Financier,FIC; DTJA; CAA,FIC,Techniques des Affaires,57.57,Moyen,"Excellente adéquation avec la série A et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Auditeur Financier."
STD_2026_0352,Nary Razafindrakoto,21,F,A1,Philosophie:14.05; Français:16.5; Malagasy:12.7; Histoire-Géographie:9.97; Anglais:11.67; LV2:12.0; Mathématiques:10.26; SVT / Sciences humaines:8.39; EPS:15.64,12.77,Français; EPS,Histoire-Géographie; SVT / Sciences humaines,Lecture & Écriture; Dessin & Design,Agronomie; Zootechnie; Résolution de problèmes,Espaces de Coworking / Startup,Responsable d'élevage,AEE; PIP; FIC,AEE,Biotechnologie et Agronomie,78.12,Élevé,"Excellente adéquation avec la série A1 et bonnes notes en Français, EPS. Profil aligné avec l'objectif de Responsable d'élevage."
STD_2026_0353,Sitraka Rabenjamina,18,F,A2,Philosophie:16.55; Français:13.41; Malagasy:12.6; Histoire-Géographie:14.92; Anglais:10.38; LV2:15.41; Mathématiques:8.76; SVT / Sciences humaines:10.38; EPS:12.16,13.3,Philosophie; LV2,SVT / Sciences humaines; Mathématiques,Musique; Programmation & Code,Microbiologie; Biochimie alimentaire; Résolution de problèmes,Laboratoire & R&D,Responsable Qualité HACCP,IAA; TEE; ISAIA,IAA,Biotechnologie et Agronomie,50.0,Faible,"Excellente adéquation avec la série A2 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Responsable Qualité HACCP."
STD_2026_0354,Lova Rabenjamina,20,M,L,Philosophie:17.14; Français et Littérature:11.19; Anglais:14.56; LV2:15.19; Malagasy:16.12; Histoire-Géographie:12.08; Éducation civique:8.28; Mathématiques:9.48; Arts / options culturelles:11.63; EPS:14.0,13.5,Philosophie; Malagasy,Mathématiques; Éducation civique,Lecture & Écriture; Musique,Analyse en laboratoire; Pharmacologie; Résolution de problèmes,Sur le terrain / Chantier,Délégué médical,PIP; IMTICIA; EMII,PIP,Biotechnologie et Agronomie,46.24,Faible,"Excellente adéquation avec la série L et bonnes notes en Philosophie, Malagasy. Profil aligné avec l'objectif de Délégué médical."
STD_2026_0355,Dina Andriantsitohaina,21,F,C,"Mathématiques:15.4; Sciences Physiques, Chimiques et Technologie (SPCT):15.66; Français:13.96; Philosophie:13.57; Malagasy:9.65; Histoire-Géographie:5.61; Anglais:13.32; SVT:12.79; EPS:12.02",13.46,"Sciences Physiques, Chimiques et Technologie (SPCT); Mathématiques",Malagasy; Histoire-Géographie,Sport d'équipe; Lecture & Écriture,Électrotechnique; Automatisme PLC; Résolution de problèmes,Espaces de Coworking / Startup,Automaticien,EMII; TEE; GCA,EMII,Génie Industriel et Génie Civil,83.57,Élevé,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Mathématiques. Profil aligné avec l'objectif de Automaticien."
STD_2026_0356,Faly Rajaonarivelo,19,F,D,"SVT:14.53; Sciences Physiques, Chimiques et Technologie (SPCT):16.15; Mathématiques:15.95; Français:10.65; Philosophie:9.18; Malagasy:10.5; Histoire-Géographie:9.77; Anglais:11.42; EPS:8.28",13.03,"Sciences Physiques, Chimiques et Technologie (SPCT); Mathématiques",Philosophie; EPS,Lecture & Écriture; Dessin & Design,Conduite de chantier BTP; AutoCAD/Revit; Résolution de problèmes,Sur le terrain / Chantier,Conducteur de travaux,GCA; EMII; EMP,GCA,Génie Industriel et Génie Civil,83.57,Élevé,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Mathématiques. Profil aligné avec l'objectif de Conducteur de travaux."
STD_2026_0357,Mirana Rajaonarivelo,18,M,S,Mathématiques:9.21; Sciences Physiques et Chimiques:11.43; SVT / Biologie-Géologie:19.15; Français:7.44; Philosophie:9.15; Malagasy:7.65; Histoire-Géographie:12.11; Anglais:11.21; EPS:12.62,11.5,SVT / Biologie-Géologie; EPS,Malagasy; Français,Dessin & Design; Volontariat,Raffinage et extraction; Génie des procédés; Résolution de problèmes,Sur le terrain / Chantier,Responsable d'extraction,ICMP; PIP; ISAIA,ICMP,Génie Industriel et Génie Civil,73.82,Moyen,"Excellente adéquation avec la série S et bonnes notes en SVT / Biologie-Géologie, EPS. Profil aligné avec l'objectif de Responsable d'extraction."
STD_2026_0358,Tojo Andriantsitohaina,17,F,G,Mathématiques de gestion:12.11; Gestion / Comptabilité:20.0; Français:7.4; Anglais:14.55; Économie:14.44; Histoire-Géographie:17.09; Philosophie:6.61; EPS:12.21,13.72,Gestion / Comptabilité; Histoire-Géographie,Français; Philosophie,Dessin & Design; Nature & Écologie,Signal & Traitement; C/C++ embarqué; Résolution de problèmes,Sur le terrain / Chantier,Ingénieur Systèmes Embarqués,ESIIA; FIC; DTJA,ESIIA,Informatique et Télécommunication,55.25,Moyen,"Excellente adéquation avec la série G et bonnes notes en Gestion / Comptabilité, Histoire-Géographie. Profil aligné avec l'objectif de Ingénieur Systèmes Embarqués."
STD_2026_0359,Andry Randriamampianina,16,M,Technique,Mathématiques appliquées:14.9; Physique appliquée / Technologie:13.14; Dessin technique:13.77; Français:11.45; Anglais:10.33; Philosophie:19.57; EPS:9.47,13.34,Philosophie; Mathématiques appliquées,Anglais; EPS,Économie & Bourse; Sport d'équipe,Algorithmique & Python; Machine Learning; Résolution de problèmes,Espaces de Coworking / Startup,Développeur Fullstack,IGGLIA; CAA; TEE,IGGLIA,Informatique et Télécommunication,73.01,Moyen,"Excellente adéquation avec la série Technique et bonnes notes en Philosophie, Mathématiques appliquées. Profil aligné avec l'objectif de Développeur Fullstack."
STD_2026_0360,Mialy Razafindrakoto,16,F,A,Philosophie:15.42; Français:13.99; Malagasy:10.4; Histoire-Géographie:9.61; Anglais:10.27; LV2:14.43; Mathématiques:10.69; SVT / Sciences humaines:5.3; EPS:12.27,11.92,Philosophie; LV2,Histoire-Géographie; SVT / Sciences humaines,Économie & Bourse; Robotique,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Bureau & Télétravail,Designer UI/UX,IMTICIA; DTJA; IAA,IMTICIA,Informatique et Télécommunication,75.69,Élevé,"Excellente adéquation avec la série A et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Designer UI/UX."
STD_2026_0361,Toky Razafindrakoto,21,M,A1,Philosophie:18.93; Français:14.61; Malagasy:11.58; Histoire-Géographie:12.3; Anglais:13.43; LV2:15.55; Mathématiques:6.21; SVT / Sciences humaines:8.98; EPS:13.92,13.61,Philosophie; LV2,SVT / Sciences humaines; Mathématiques,Volontariat; Dessin & Design,PowerBI & Analytics; Python / R Data; Résolution de problèmes,Bureau & Télétravail,Data Analyst,ISAIA; IGGLIA; PIP,ISAIA,Informatique et Télécommunication,58.68,Moyen,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Data Analyst."
STD_2026_0362,Mialy Andriantsitohaina,18,M,A2,Philosophie:10.32; Français:16.58; Malagasy:11.22; Histoire-Géographie:8.44; Anglais:7.81; LV2:9.08; Mathématiques:8.96; SVT / Sciences humaines:13.69; EPS:12.33,10.96,Français; SVT / Sciences humaines,Histoire-Géographie; Anglais,Économie & Bourse; Programmation & Code,Guide & Médiation; Ingénierie touristique; Résolution de problèmes,Entreprise industrielle,Responsable Parc Naturel,TEE; AEE; CAA,TEE,Techniques du Tourisme,73.79,Moyen,"Excellente adéquation avec la série A2 et bonnes notes en Français, SVT / Sciences humaines. Profil aligné avec l'objectif de Responsable Parc Naturel."
STD_2026_0363,Andry Ratsimbazafy,17,M,L,Philosophie:13.57; Français et Littérature:12.11; Anglais:13.11; LV2:12.98; Malagasy:13.23; Histoire-Géographie:5.73; Éducation civique:7.37; Mathématiques:11.88; Arts / options culturelles:13.1; EPS:11.82,11.81,Philosophie; Malagasy,Éducation civique; Histoire-Géographie,Programmation & Code; Dessin & Design,Communication interculturelle; Gestion événementielle; Résolution de problèmes,Laboratoire & R&D,Chef de projet Événementiel,TEH; ESIIA; ICMP,TEH,Techniques du Tourisme,72.72,Moyen,"Excellente adéquation avec la série L et bonnes notes en Philosophie, Malagasy. Profil aligné avec l'objectif de Chef de projet Événementiel."
STD_2026_0364,Sitraka Rakotondrabe,17,F,C,"Mathématiques:15.51; Sciences Physiques, Chimiques et Technologie (SPCT):15.86; Français:11.33; Philosophie:12.4; Malagasy:11.28; Histoire-Géographie:10.24; Anglais:14.05; SVT:14.55; EPS:13.27",13.93,"Sciences Physiques, Chimiques et Technologie (SPCT); Mathématiques",Malagasy; Histoire-Géographie,Jeux de Stratégie; Musique,Marketing Digital; Techniques de Vente; Résolution de problèmes,Espaces de Coworking / Startup,Chef de Produit Marketing,CAA; ICMP; TEE,CAA,Techniques des Affaires,85.96,Élevé,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Mathématiques. Profil aligné avec l'objectif de Chef de Produit Marketing."
STD_2026_0365,Nomena Rabenjamina,21,F,D,"SVT:12.11; Sciences Physiques, Chimiques et Technologie (SPCT):15.73; Mathématiques:10.4; Français:9.52; Philosophie:10.45; Malagasy:11.95; Histoire-Géographie:12.72; Anglais:9.96; EPS:14.68",12.12,"Sciences Physiques, Chimiques et Technologie (SPCT); EPS",Anglais; Français,Volontariat; Lecture & Écriture,Droit des contrats; Conseil d'entreprise; Résolution de problèmes,Bureau & Télétravail,Gestionnaire de Contrats,DTJA; FIC; AEE,DTJA,Techniques des Affaires,74.12,Moyen,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), EPS. Profil aligné avec l'objectif de Gestionnaire de Contrats."
STD_2026_0366,Toky Rabenjamina,17,M,S,Mathématiques:12.71; Sciences Physiques et Chimiques:12.82; SVT / Biologie-Géologie:19.13; Français:10.1; Philosophie:11.65; Malagasy:11.19; Histoire-Géographie:13.67; Anglais:14.89; EPS:11.19,13.45,SVT / Biologie-Géologie; Anglais,EPS; Français,Lecture & Écriture; Robotique,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Sur le terrain / Chantier,Chef de Projet,EMP; TEH; EMII,EMP,Techniques des Affaires,72.25,Moyen,"Excellente adéquation avec la série S et bonnes notes en SVT / Biologie-Géologie, Anglais. Profil aligné avec l'objectif de Chef de Projet."
STD_2026_0367,Nomena Ratsimbazafy,19,F,G,Mathématiques de gestion:14.49; Gestion / Comptabilité:17.06; Français:12.75; Anglais:10.86; Économie:19.36; Histoire-Géographie:10.07; Philosophie:11.93; EPS:15.82,14.56,Économie; Gestion / Comptabilité,Anglais; Histoire-Géographie,Robotique; Programmation & Code,Contrôle de gestion; Gestion de trésorerie; Résolution de problèmes,Entreprise industrielle,Directeur Financier (CFO),FIC; ICMP; PIP,FIC,Techniques des Affaires,93.17,Élevé,"Excellente adéquation avec la série G et bonnes notes en Économie, Gestion / Comptabilité. Profil aligné avec l'objectif de Directeur Financier (CFO)."
STD_2026_0368,Mirana Ramanantsoa,16,M,Technique,Mathématiques appliquées:17.2; Physique appliquée / Technologie:14.33; Dessin technique:11.7; Français:4.81; Anglais:10.14; Philosophie:13.69; EPS:11.52,12.74,Mathématiques appliquées; Physique appliquée / Technologie,Anglais; Français,Sport d'équipe; Programmation & Code,Gestion d'exploitation; Analyse des sols; Résolution de problèmes,Laboratoire & R&D,Responsable d'élevage,AEE; CAA; EMII,AEE,Biotechnologie et Agronomie,44.66,Faible,"Excellente adéquation avec la série Technique et bonnes notes en Mathématiques appliquées, Physique appliquée / Technologie. Profil aligné avec l'objectif de Responsable d'élevage."
STD_2026_0369,Henintsoa Andriantsitohaina,18,F,A,Philosophie:14.64; Français:10.78; Malagasy:15.73; Histoire-Géographie:12.01; Anglais:7.78; LV2:14.68; Mathématiques:7.97; SVT / Sciences humaines:6.51; EPS:14.73,12.13,Malagasy; EPS,Anglais; SVT / Sciences humaines,Lecture & Écriture; Volontariat,Microbiologie; Biochimie alimentaire; Résolution de problèmes,Entreprise industrielle,Conducteur de ligne de production,IAA; CAA; PIP,IAA,Biotechnologie et Agronomie,41.78,Faible,"Excellente adéquation avec la série A et bonnes notes en Malagasy, EPS. Profil aligné avec l'objectif de Conducteur de ligne de production."
STD_2026_0370,Hery Rasoanaivo,18,F,A1,Philosophie:17.84; Français:15.11; Malagasy:9.76; Histoire-Géographie:9.06; Anglais:10.17; LV2:15.39; Mathématiques:13.36; SVT / Sciences humaines:10.67; EPS:11.27,12.91,Philosophie; LV2,Malagasy; Histoire-Géographie,Lecture & Écriture; Nature & Écologie,Pharmacologie; Analyse en laboratoire; Résolution de problèmes,Entreprise industrielle,Assistant de recherche galénique,PIP; ESIIA; IMTICIA,PIP,Biotechnologie et Agronomie,46.88,Faible,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Assistant de recherche galénique."
STD_2026_0371,Hasina Andriantsitohaina,18,M,A2,Philosophie:15.55; Français:15.06; Malagasy:12.13; Histoire-Géographie:11.5; Anglais:11.86; LV2:14.62; Mathématiques:9.0; SVT / Sciences humaines:9.51; EPS:7.7,12.68,Philosophie; Français,Mathématiques; EPS,Dessin & Design; Robotique,Automatisme PLC; Électrotechnique; Résolution de problèmes,Bureau & Télétravail,Automaticien,EMII; TEH; GCA,EMII,Génie Industriel et Génie Civil,48.93,Faible,"Excellente adéquation avec la série A2 et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Automaticien."
STD_2026_0372,Hasina Rakotomalala,17,M,L,Philosophie:17.55; Français et Littérature:17.11; Anglais:6.49; LV2:15.95; Malagasy:10.82; Histoire-Géographie:9.62; Éducation civique:14.69; Mathématiques:9.45; Arts / options culturelles:18.04; EPS:12.99,13.58,Arts / options culturelles; Philosophie,Mathématiques; Anglais,Jeux de Stratégie; Programmation & Code,Calcul de structures; AutoCAD/Revit; Résolution de problèmes,Bureau & Télétravail,Conducteur de travaux,GCA; EMP; IMTICIA,GCA,Génie Industriel et Génie Civil,45.26,Faible,"Excellente adéquation avec la série L et bonnes notes en Arts / options culturelles, Philosophie. Profil aligné avec l'objectif de Conducteur de travaux."
STD_2026_0373,Henintsoa Ratsimbazafy,19,F,C,"Mathématiques:11.38; Sciences Physiques, Chimiques et Technologie (SPCT):16.03; Français:7.67; Philosophie:11.4; Malagasy:9.45; Histoire-Géographie:13.53; Anglais:12.76; SVT:16.35; EPS:8.67",12.4,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",EPS; Français,Sport d'équipe; Volontariat,Géologie minière; Raffinage et extraction; Résolution de problèmes,Sur le terrain / Chantier,Ingénieur QHSE,ICMP; IGGLIA; PIP,ICMP,Génie Industriel et Génie Civil,79.24,Élevé,"Excellente adéquation avec la série C et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Ingénieur QHSE."
STD_2026_0374,Hery Rabenjamina,17,M,D,"SVT:10.03; Sciences Physiques, Chimiques et Technologie (SPCT):11.9; Mathématiques:18.16; Français:12.89; Philosophie:11.35; Malagasy:9.57; Histoire-Géographie:14.47; Anglais:11.34; EPS:6.62",12.27,Mathématiques; Histoire-Géographie,Malagasy; EPS,Lecture & Écriture; Jeux de Stratégie,C/C++ embarqué; Microcontrôleurs IoT; Résolution de problèmes,Bureau & Télétravail,Ingénieur Systèmes Embarqués,ESIIA; ISAIA; FIC,ESIIA,Informatique et Télécommunication,50.02,Faible,"Excellente adéquation avec la série D et bonnes notes en Mathématiques, Histoire-Géographie. Profil aligné avec l'objectif de Ingénieur Systèmes Embarqués."
STD_2026_0375,Mirana Ramanantsoa,19,M,S,Mathématiques:17.78; Sciences Physiques et Chimiques:15.54; SVT / Biologie-Géologie:18.55; Français:13.65; Philosophie:14.69; Malagasy:11.58; Histoire-Géographie:7.53; Anglais:16.67; EPS:7.4,15.07,SVT / Biologie-Géologie; Mathématiques,Histoire-Géographie; EPS,Robotique; Nature & Écologie,Génie Logiciel & Java/Web; Machine Learning; Résolution de problèmes,Laboratoire & R&D,Architecte SI,IGGLIA; EMP; EMII,IGGLIA,Informatique et Télécommunication,89.18,Élevé,"Excellente adéquation avec la série S et bonnes notes en SVT / Biologie-Géologie, Mathématiques. Profil aligné avec l'objectif de Architecte SI."
STD_2026_0376,Andry Ratsimbazafy,20,F,G,Mathématiques de gestion:16.06; Gestion / Comptabilité:13.29; Français:8.98; Anglais:8.54; Économie:9.3; Histoire-Géographie:9.17; Philosophie:11.5; EPS:11.4,11.43,Mathématiques de gestion; Gestion / Comptabilité,Français; Anglais,Jeux de Stratégie; Sport d'équipe,UI/UX Design; Développement Web/Mobile; Résolution de problèmes,Bureau & Télétravail,Administrateur Réseaux & TIC,IMTICIA; TEH; IGGLIA,IMTICIA,Informatique et Télécommunication,76.98,Élevé,"Excellente adéquation avec la série G et bonnes notes en Mathématiques de gestion, Gestion / Comptabilité. Profil aligné avec l'objectif de Administrateur Réseaux & TIC."
STD_2026_0377,Hery Randriamampianina,19,M,Technique,Mathématiques appliquées:14.66; Physique appliquée / Technologie:14.27; Dessin technique:10.15; Français:8.43; Anglais:11.23; Philosophie:10.97; EPS:10.55,12.16,Mathématiques appliquées; Physique appliquée / Technologie,Dessin technique; Français,Dessin & Design; Musique,Machine Learning & Deep Learning; PowerBI & Analytics; Résolution de problèmes,Entreprise industrielle,Statisticien Décisionnel,ISAIA; DTJA; IMTICIA,ISAIA,Informatique et Télécommunication,50.28,Faible,"Excellente adéquation avec la série Technique et bonnes notes en Mathématiques appliquées, Physique appliquée / Technologie. Profil aligné avec l'objectif de Statisticien Décisionnel."
STD_2026_0378,Hasina Razafindrakoto,17,F,A,Philosophie:16.03; Français:14.93; Malagasy:9.47; Histoire-Géographie:14.7; Anglais:12.52; LV2:13.01; Mathématiques:5.35; SVT / Sciences humaines:10.82; EPS:12.48,12.85,Philosophie; Français,Malagasy; Mathématiques,Dessin & Design; Volontariat,Ingénierie touristique; Écotourisme & Biodiversité; Résolution de problèmes,Entreprise industrielle,Responsable Parc Naturel,TEE; ICMP; DTJA,TEE,Techniques du Tourisme,78.86,Élevé,"Excellente adéquation avec la série A et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Responsable Parc Naturel."
STD_2026_0379,Faly Ratsimbazafy,16,M,A1,Philosophie:15.88; Français:15.33; Malagasy:12.71; Histoire-Géographie:14.97; Anglais:8.44; LV2:13.59; Mathématiques:2.42; SVT / Sciences humaines:10.42; EPS:9.67,12.6,Philosophie; Français,Anglais; Mathématiques,Robotique; Sport d'équipe,Management hôtelier; Yield Management; Résolution de problèmes,Bureau & Télétravail,Chef de projet Événementiel,TEH; PIP; GCA,TEH,Techniques du Tourisme,75.95,Élevé,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Chef de projet Événementiel."
STD_2026_0380,Hery Andriantsitohaina,20,M,A2,Philosophie:15.29; Français:15.53; Malagasy:6.54; Histoire-Géographie:11.19; Anglais:14.23; LV2:15.74; Mathématiques:12.22; SVT / Sciences humaines:9.24; EPS:11.58,12.84,LV2; Français,SVT / Sciences humaines; Malagasy,Économie & Bourse; Lecture & Écriture,Negociation internationale; Techniques de Vente; Résolution de problèmes,Espaces de Coworking / Startup,Responsable Commercial,CAA; DTJA; ESIIA,CAA,Techniques des Affaires,87.0,Élevé,"Excellente adéquation avec la série A2 et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Responsable Commercial."
STD_2026_0381,Henintsoa Rabenjamina,16,F,L,Philosophie:12.4; Français et Littérature:12.98; Anglais:7.89; LV2:13.02; Malagasy:12.23; Histoire-Géographie:7.26; Éducation civique:13.45; Mathématiques:9.5; Arts / options culturelles:13.8; EPS:15.06,11.64,EPS; Arts / options culturelles,Anglais; Histoire-Géographie,Sport d'équipe; Économie & Bourse,Analyse fiscale; Droit des contrats; Résolution de problèmes,Entreprise industrielle,Gestionnaire de Contrats,DTJA; ESIIA; CAA,DTJA,Techniques des Affaires,75.12,Élevé,"Excellente adéquation avec la série L et bonnes notes en EPS, Arts / options culturelles. Profil aligné avec l'objectif de Gestionnaire de Contrats."
STD_2026_0382,Mirana Andriantsitohaina,17,M,C,"Mathématiques:14.52; Sciences Physiques, Chimiques et Technologie (SPCT):13.76; Français:13.24; Philosophie:12.88; Malagasy:8.82; Histoire-Géographie:9.84; Anglais:12.53; SVT:11.74; EPS:13.19",12.88,"Mathématiques; Sciences Physiques, Chimiques et Technologie (SPCT)",Histoire-Géographie; Malagasy,Dessin & Design; Nature & Écologie,Analyse financière; Étude d'impact économique; Résolution de problèmes,Laboratoire & R&D,Analyste Économique,EMP; TEH; IMTICIA,EMP,Techniques des Affaires,81.01,Élevé,"Excellente adéquation avec la série C et bonnes notes en Mathématiques, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Analyste Économique."
STD_2026_0383,Hery Ratsimbazafy,20,F,D,"SVT:18.21; Sciences Physiques, Chimiques et Technologie (SPCT):17.07; Mathématiques:16.21; Français:11.4; Philosophie:18.02; Malagasy:14.27; Histoire-Géographie:4.88; Anglais:13.12; EPS:11.53",14.95,SVT; Philosophie,Français; Histoire-Géographie,Musique; Sport d'équipe,Contrôle de gestion; Gestion de trésorerie; Résolution de problèmes,Espaces de Coworking / Startup,Directeur Financier (CFO),FIC; EMII; GCA,FIC,Techniques des Affaires,87.71,Élevé,"Excellente adéquation avec la série D et bonnes notes en SVT, Philosophie. Profil aligné avec l'objectif de Directeur Financier (CFO)."
STD_2026_0384,Rova Ratsimbazafy,21,M,S,Mathématiques:13.94; Sciences Physiques et Chimiques:17.26; SVT / Biologie-Géologie:15.14; Français:10.07; Philosophie:10.08; Malagasy:9.86; Histoire-Géographie:12.27; Anglais:9.11; EPS:9.3,13.17,Sciences Physiques et Chimiques; SVT / Biologie-Géologie,EPS; Anglais,Lecture & Écriture; Dessin & Design,Agronomie; Analyse des sols; Résolution de problèmes,Laboratoire & R&D,Chef d'exploitation,AEE; DTJA; GCA,AEE,Biotechnologie et Agronomie,78.91,Élevé,"Excellente adéquation avec la série S et bonnes notes en Sciences Physiques et Chimiques, SVT / Biologie-Géologie. Profil aligné avec l'objectif de Chef d'exploitation."
